Album,File,Path
Arctic Monkeys - AM,R U Mine.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/R U Mine.flac
Arctic Monkeys - AM,I Want It All.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/I Want It All.flac
Arctic Monkeys - AM,No.1 Party Anthem.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/No.1 Party Anthem.flac
Arctic Monkeys - AM,I Wanna Be Yours.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/I Wanna Be Yours.flac
Arctic Monkeys - AM,Why'd You Only Call Me When You're High.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/Why'd You Only Call Me When You're High.flac
Arctic Monkeys - AM,Mad Sounds.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/Mad Sounds.flac
Arctic Monkeys - AM,Snap Out Of It.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/Snap Out Of It.flac
Arctic Monkeys - AM,One For The Road.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/One For The Road.flac
Arctic Monkeys - AM,Knee Socks.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/Knee Socks.flac
Arctic Monkeys - AM,Fireside.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/Fireside.flac
Arctic Monkeys - AM,Do I Wanna Know.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/Do I Wanna Know.flac
Arctic Monkeys - AM,2013.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/2013.flac
Arctic Monkeys - AM,Arabella.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Arctic Monkeys - AM/Arabella.flac
Kendrick Lamar - To Pimp a Butterfly (2015),06 - u.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/06 - u.flac
Kendrick Lamar - To Pimp a Butterfly (2015),13 - The Blacker the Berry.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/13 - The Blacker the Berry.flac
Kendrick Lamar - To Pimp a Butterfly (2015),03 - King Kunta.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/03 - King Kunta.flac
Kendrick Lamar - To Pimp a Butterfly (2015),16 - Mortal Man.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/16 - Mortal Man.flac
Kendrick Lamar - To Pimp a Butterfly (2015),01 - Wesleyâ€™s Theory.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/01 - Wesleyâ€™s Theory.flac
Kendrick Lamar - To Pimp a Butterfly (2015),07 - Alright.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/07 - Alright.flac
Kendrick Lamar - To Pimp a Butterfly (2015),12 - Complexion (A Zulu Love).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/12 - Complexion (A Zulu Love).flac
Kendrick Lamar - To Pimp a Butterfly (2015),08 - For Sale_ (Interlude).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/08 - For Sale_ (Interlude).flac
Kendrick Lamar - To Pimp a Butterfly (2015),14 - You Ainâ€™t Gotta Lie (Momma Said).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/14 - You Ainâ€™t Gotta Lie (Momma Said).flac
Kendrick Lamar - To Pimp a Butterfly (2015),04 - Institutionalized.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/04 - Institutionalized.flac
Kendrick Lamar - To Pimp a Butterfly (2015),05 - These Walls.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/05 - These Walls.flac
Kendrick Lamar - To Pimp a Butterfly (2015),10 - Hood Politics.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/10 - Hood Politics.flac
Kendrick Lamar - To Pimp a Butterfly (2015),02 - For Free_ (Interlude).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/02 - For Free_ (Interlude).flac
Kendrick Lamar - To Pimp a Butterfly (2015),09 - Momma.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/09 - Momma.flac
Kendrick Lamar - To Pimp a Butterfly (2015),15 - i.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/15 - i.flac
Kendrick Lamar - To Pimp a Butterfly (2015),11 - How Much a Dollar Cost.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - To Pimp a Butterfly (2015)/11 - How Much a Dollar Cost.flac
The Weeknd - After Hours (Deluxe),08 - Faith.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/08 - Faith.flac
The Weeknd - After Hours (Deluxe),10 - In Your Eyes.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/10 - In Your Eyes.flac
The Weeknd - After Hours (Deluxe),17 - Final Lullaby (Bonus Track).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/17 - Final Lullaby (Bonus Track).flac
The Weeknd - After Hours (Deluxe),01 - Alone Again.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/01 - Alone Again.flac
The Weeknd - After Hours (Deluxe),13 - After Hours.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/13 - After Hours.flac
The Weeknd - After Hours (Deluxe),07 - Heartless.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/07 - Heartless.flac
The Weeknd - After Hours (Deluxe),05 - Snowchild.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/05 - Snowchild.flac
The Weeknd - After Hours (Deluxe),16 - Missed You (Bonus Track).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/16 - Missed You (Bonus Track).flac
The Weeknd - After Hours (Deluxe),02 - Too Late.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/02 - Too Late.flac
The Weeknd - After Hours (Deluxe),15 - Nothing Compares (Bonus Track).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/15 - Nothing Compares (Bonus Track).flac
The Weeknd - After Hours (Deluxe),06 - Escape From LA.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/06 - Escape From LA.flac
The Weeknd - After Hours (Deluxe),03 - Hardest To Love.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/03 - Hardest To Love.flac
The Weeknd - After Hours (Deluxe),11 - Save Your Tears.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/11 - Save Your Tears.flac
The Weeknd - After Hours (Deluxe),04 - Scared To Live.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/04 - Scared To Live.flac
The Weeknd - After Hours (Deluxe),09 - Blinding Lights.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/09 - Blinding Lights.flac
The Weeknd - After Hours (Deluxe),14 - Until I Bleed Out.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/14 - Until I Bleed Out.flac
The Weeknd - After Hours (Deluxe),12 - Repeat After Me (Interlude).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Weeknd - After Hours (Deluxe)/12 - Repeat After Me (Interlude).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),09 - Brain Damage (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/09 - Brain Damage (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),01 - Speak To Me (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/01 - Speak To Me (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),02 - Breathe (In The Air) (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/02 - Breathe (In The Air) (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),06 - Money (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/06 - Money (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),05 - The Great Gig In The Sky (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/05 - The Great Gig In The Sky (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),03 - On The Run (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/03 - On The Run (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),07 - Us And Them (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/07 - Us And Them (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),08 - Any Colour You Like (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/08 - Any Colour You Like (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),04 - Time (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/04 - Time (2011 Remastered Version).flac
Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973),10 - Eclipse (2011 Remastered Version).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Pink Floyd - The Dark Side Of The Moon (Remastered Version) (1973)/10 - Eclipse (2011 Remastered Version).flac
Foo Fighters - Concrete and Gold  (2017) [CD],05 - La Dee Da.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/05 - La Dee Da.flac
Foo Fighters - Concrete and Gold  (2017) [CD],04 - The Sky Is A Neighborhood.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/04 - The Sky Is A Neighborhood.flac
Foo Fighters - Concrete and Gold  (2017) [CD],01 - T-Shirt.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/01 - T-Shirt.flac
Foo Fighters - Concrete and Gold  (2017) [CD],11 - Concrete and Gold.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/11 - Concrete and Gold.flac
Foo Fighters - Concrete and Gold  (2017) [CD],10 - The Line.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/10 - The Line.flac
Foo Fighters - Concrete and Gold  (2017) [CD],02 - Run.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/02 - Run.flac
Foo Fighters - Concrete and Gold  (2017) [CD],08 - Happy Ever After (Zero Hour).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/08 - Happy Ever After (Zero Hour).flac
Foo Fighters - Concrete and Gold  (2017) [CD],07 - Arrows.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/07 - Arrows.flac
Foo Fighters - Concrete and Gold  (2017) [CD],03 - Make It Right.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/03 - Make It Right.flac
Foo Fighters - Concrete and Gold  (2017) [CD],09 - Sunday Rain.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/09 - Sunday Rain.flac
Foo Fighters - Concrete and Gold  (2017) [CD],06 - Dirty Water.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Foo Fighters - Concrete and Gold  (2017) [CD]/06 - Dirty Water.flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 08 - Devil in a New Dress (FLAC 975 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 08 - Devil in a New Dress (FLAC 975 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 10 - Hell of a Life (FLAC 904 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 10 - Hell of a Life (FLAC 904 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 03 - Power (FLAC 956 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 03 - Power (FLAC 956 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 11 - Blame Game (FLAC 859 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 11 - Blame Game (FLAC 859 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 05 - All of the Lights (FLAC 1002 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 05 - All of the Lights (FLAC 1002 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 04 - All of the Lights (interlude) (FLAC 659 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 04 - All of the Lights (interlude) (FLAC 659 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 09 - Runaway (FLAC 866 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 09 - Runaway (FLAC 866 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 01 - Dark Fantasy (FLAC 951 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 01 - Dark Fantasy (FLAC 951 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 02 - Gorgeous (FLAC 849 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 02 - Gorgeous (FLAC 849 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 13 - Who Will Survive in America (FLAC 855 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 13 - Who Will Survive in America (FLAC 855 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 06 - Monster (FLAC 860 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 06 - Monster (FLAC 860 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 12 - Lost in the World (FLAC 911 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 12 - Lost in the World (FLAC 911 kbps).flac
Kanye West - My Beautiful Dark Twisted Fantasy (2010),Kanye West - My Beautiful Dark Twisted Fantasy - 07 - So Appalled (FLAC 916 kbps).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - My Beautiful Dark Twisted Fantasy (2010)/Kanye West - My Beautiful Dark Twisted Fantasy - 07 - So Appalled (FLAC 916 kbps).flac
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",04 - The Art Of Peer Pressure.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/04 - The Art Of Peer Pressure.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)","10 - Sing About Me, I'm Dying Of Thirst.flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/10 - Sing About Me, I'm Dying Of Thirst.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",06 - Poetic Justice (Feat. Drake).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/06 - Poetic Justice (Feat. Drake).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",03 - Backseat Freestyle.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/03 - Backseat Freestyle.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)","02 - Bitch, Don't Kill My Vibe.flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/02 - Bitch, Don't Kill My Vibe.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",01 - Sherane a.k.a Master Splinter's Daughter.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/01 - Sherane a.k.a Master Splinter's Daughter.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",02 - Black Boy Fly.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/02 - Black Boy Fly.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",03 - Now Or Never (Feat. Mary J. Blige).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/03 - Now Or Never (Feat. Mary J. Blige).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",05 - Swimming Pools (Drank) (Black Hippy Remix).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/05 - Swimming Pools (Drank) (Black Hippy Remix).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",01 - The Recipe (Feat. Dr. Dre).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/01 - The Recipe (Feat. Dr. Dre).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",04 - County Building Blues.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/04 - County Building Blues.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",12 - Compton (Feat. Dr. Dre).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/12 - Compton (Feat. Dr. Dre).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",08 - m.A.A.d city (Feat. MC Eiht).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/08 - m.A.A.d city (Feat. MC Eiht).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",11 - Real (Feat. Anna Wise Of SonnyMoon).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/11 - Real (Feat. Anna Wise Of SonnyMoon).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",09 - Swimming Pools (Drank) (Extended Version).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/09 - Swimming Pools (Drank) (Extended Version).flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",07 - good kid.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/07 - good kid.flac"
"Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)",05 - Money Trees (Feat. Jay Rock).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - good kid, m.A.A.d city (Deluxe Edition) (2012)/05 - Money Trees (Feat. Jay Rock).flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",12 - Homecoming.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/12 - Homecoming.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",13 - Big Brother.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/13 - Big Brother.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",01 - Good Morning.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/01 - Good Morning.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",06 - Can't Tell Me Nothing.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/06 - Can't Tell Me Nothing.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",02 - Champion.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/02 - Champion.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",15 - Bittersweet Poetry feat. John Mayer.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/15 - Bittersweet Poetry feat. John Mayer.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",07 - Barry Bonds feat. Lil Wayne.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/07 - Barry Bonds feat. Lil Wayne.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",08 - Drunk & Hot Girls feat. Mos Def.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/08 - Drunk & Hot Girls feat. Mos Def.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",03 - Stronger.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/03 - Stronger.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",14 - Good Night feat. Mos Def & Al Be.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/14 - Good Night feat. Mos Def & Al Be.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",09 - Flashing Lights feat. Dwele.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/09 - Flashing Lights feat. Dwele.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",04 - I Wonder.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/04 - I Wonder.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",11 - The Glory.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/11 - The Glory.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",05 - Good Life feat. T-Pain.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/05 - Good Life feat. T-Pain.flac"
"Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)",10 - Everything I Am feat. DJ Premier.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Kanye West - Graduation (Japan Version) [CD] [44.1khz, 16-bit] (2007)/10 - Everything I Am feat. DJ Premier.flac"
Maroon 5,Maroon 5 - One More Night.mp3,/home/tushar/Documents/SoulSeek/SeekShare/Music/Maroon 5/Maroon 5 - One More Night.mp3
